195.916302,49.705658,82.103196
199.236490,48.931709,84.358180
205.845452,52.885110,82.506664
206.652216,44.031085,82.047197
207.093976,48.131565,85.070947
210.200228,46.911379,84.744015
210.968651,43.130100,79.925632
211.231626,53.375225,82.719765
211.411066,50.385788,87.288698
215.041421,53.297913,82.743249
219.063930,44.849614,79.931548
219.063930,48.528358,81.097068
166.707545,63.429379,84.863051
171.583995,61.628820,83.884610
166.687965,64.337533,87.733270
178.235672,65.229406,85.288825
179.786905,61.247450,84.162706
181.636505,60.521780,84.032407
182.268493,65.127463,85.450941
177.934751,63.001217,89.332722
178.984180,60.296942,87.789544
179.612353,56.664150,84.710973
182.964511,58.634851,87.578533
183.572761,62.839973,90.482703
183.845132,54.313756,84.860882
182.073012,-48.824179,284.176902
183.934100,-53.637867,287.326864
179.800831,-59.179040,301.818955
183.227218,-62.132904,299.242244
183.672055,-59.786033,295.490151
184.104472,-55.368798,295.514168
184.444800,-58.720217,292.760236
178.667150,-62.433324,308.102249
178.669534,-65.123161,311.478520
181.513972,-64.800111,311.691978
182.437457,-64.047524,308.823100
183.256529,-67.531400,305.630328
183.608681,-67.753230,310.048558
177.746661,-67.151344,315.692043
179.965883,-71.752826,316.941982
180.574707,-68.138849,311.424807
181.392796,-69.675197,317.074052
182.742879,-72.230263,316.675831
183.875642,-76.042972,314.731350
178.641632,-73.970756,326.146441
178.861804,-76.036444,324.232834
179.561257,-74.825246,321.321842
182.085879,-80.360032,322.754986
182.110861,-78.285237,324.091312
182.349860,-75.588548,321.071349
189.563810,65.571221,85.927907
190.495133,62.049179,84.911855
195.646710,61.962956,85.113675
189.982854,59.484079,89.700971
190.120123,52.256919,84.829712
190.459050,53.987829,82.464708
194.162294,52.412015,85.721496
194.195941,55.124076,82.929174
194.727182,57.950110,89.594723
195.384211,61.861969,92.319658
194.167554,-13.629290,221.425780
194.598280,-17.673604,229.792353
190.348707,-23.733320,238.755150
190.404780,-20.915168,235.029083
193.559117,-22.704985,234.020887
193.607434,-20.846440,235.301377
193.862796,-23.537131,237.874511
191.332519,-31.269907,247.331826
192.215785,-30.202631,245.189492
192.848980,-30.689227,246.759429
192.914776,-27.358792,240.968155
193.239279,-28.619936,243.853940
190.037951,-36.064576,255.204891
190.176658,-32.891988,256.294165
190.295346,-35.990125,259.563717
190.439515,-38.778036,258.226458
189.344376,-38.163247,264.073270
190.286412,-43.586135,265.502881
190.383456,-40.643556,260.935250
184.758521,-49.025959,279.941197
187.320403,-45.566125,277.032025
187.518850,-43.468834,274.119319
189.655423,-49.346097,276.027743
190.003529,-47.342060,272.984319
185.423813,-51.665902,288.360282
186.594344,-53.478370,282.544623
187.522158,-53.648163,285.770934
188.886918,-54.177154,282.354470
186.928145,-60.591493,294.882615
187.512204,-60.459945,291.077838
185.504898,-70.524299,306.056341
185.295410,-73.239336,310.644292
206.874110,90.302050,42.257872
207.036920,86.961979,48.591634
199.587069,61.847540,85.191947
199.645899,65.208954,86.246656
198.583506,52.328030,86.527794
199.234195,58.766264,90.998997
202.844552,61.004795,93.166255
203.197024,55.385135,83.290903
206.400029,57.010815,91.056852
206.429176,60.710808,85.066403
206.906713,51.376482,87.259975
209.796048,89.602727,41.230752
211.660556,86.927956,42.832159
218.200288,89.439522,37.816897
219.063721,85.879021,42.594827
211.118184,85.354978,48.934824
211.549468,85.322439,46.737379
218.404837,83.311103,50.531130
219.043456,82.444814,45.812139
207.757093,64.668142,86.355476
210.564784,61.626557,85.415506
211.728059,64.987449,86.529504
219.063945,64.321806,86.703723
208.089552,61.015649,94.019651
210.336335,58.283902,92.507164
213.580556,53.619842,89.824623
214.388631,57.804869,92.781121
217.707701,50.408112,88.123492
219.063915,60.946627,85.701593
219.063930,55.564238,86.364413
219.063945,57.115215,91.077759
134.943284,77.768512,88.754741
137.926153,76.489504,88.286743
145.825483,74.591150,86.998881
146.169662,73.035050,89.458738
146.244354,77.266247,87.887012
146.864876,76.291191,91.657291
150.155753,70.575104,88.503391
150.238022,71.977517,86.192663
150.594189,78.508490,88.297573
151.366286,75.926250,92.129780
155.107155,69.033954,88.411928
157.591112,75.277562,92.952136
157.954983,73.152746,86.785314
158.032119,77.945576,88.303978
158.943526,68.034036,88.466495
162.050403,73.791197,87.115063
162.815824,77.008053,88.151701
163.154527,65.574536,87.766817
166.107110,73.176536,87.106058
166.461274,69.150037,85.906625
167.240522,78.097662,88.648740
162.285827,70.860796,90.993141
162.623957,75.255805,93.898740
166.862249,68.291097,90.347510
166.991994,74.329902,94.271316
170.629270,73.575167,94.611895
171.943463,70.964093,93.208446
173.191406,-22.806876,262.577353
173.197008,-29.500467,272.630495
172.950290,-36.455704,283.364436
173.023589,-33.662187,279.173528
171.204984,-43.062163,296.801277
171.672456,-39.132831,289.876853
170.023635,-48.541494,307.323565
170.942351,-47.660305,303.992682
169.757507,-52.857326,314.128046
171.691231,-57.745498,316.459754
171.542451,-62.394482,323.008639
172.625906,-60.644494,328.688738
167.752117,-65.185744,335.802731
167.999714,-60.913507,329.428705
168.034345,-62.992643,332.199582
170.751147,-64.129457,331.503909
172.299094,-70.355712,332.266659
172.384113,-66.964177,327.005173
178.567774,98.888934,51.513481
